# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),,Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
18.359,6106.936,24.477,-31.372,53.121,31.386,986.358,0.817,986.358,0.047,47.145,0.94,42,-87.996,32.143,11.572,0,0.047,-3.23E-06,34.953,4.48,200.756,1.563,75.582,67.752,1.52,0.049,2.51E+06,0,1.159,0.536,0.658,0.337,0.071,0.12,3.275,3.501,2.57E-04,0,0,0,0,1.478,0.007,5.15,20.831,39.01,0.097,0,34.725,787.757,1089.949,0.05,0.34
18.409,6108.121,22.91,-31.314,52.374,31.329,988.714,0.821,988.714,0.048,47.098,0.957,42,-87.996,32.143,12.221,0,0.048,-3.08E-06,34.953,4.48,200.756,1.563,75.268,67.752,1.459,0.048,2.48E+06,0,1.14,0.536,0.666,0.337,0.071,0.12,3.518,3.564,3.74E-04,0,0,0,0,1.57,0.007,5.15,20.831,38.16,0.098,0,34.721,787.722,1089.944,0.05,0.34
18.459,6109.227,21.346,-31.253,51.665,31.269,991.067,0.825,991.068,0.048,47.05,0.975,42,-87.996,32.143,12.894,0,0.048,-2.97E-06,34.953,4.48,200.756,1.563,74.955,67.752,1.399,0.047,2.44E+06,0,1.121,0.536,0.674,0.337,0.071,0.12,3.777,3.618,-2.65E-04,0,0,0,0,1.664,0.007,5.15,20.831,37.297,0.098,0,34.717,787.69,1089.94,0.05,0.341
18.509,6110.255,19.785,-31.189,50.995,31.205,993.419,0.83,993.419,0.048,47,0.993,42,-87.996,32.143,13.592,0,0.049,-2.79E-06,34.953,4.48,200.756,1.563,74.643,67.752,1.338,0.047,2.41E+06,0,1.103,0.536,0.68,0.337,0.071,0.12,4.052,3.661,3.16E-04,0,0,0,0,1.761,0.007,5.15,20.831,36.421,0.098,0,34.714,787.659,1089.936,0.05,0.341
18.559,6111.205,18.227,-31.121,50.364,31.138,995.767,0.834,995.768,0.048,46.95,1.011,42,-87.996,32.143,14.314,0,0.05,-2.73E-06,34.953,4.48,200.756,1.563,74.335,67.752,1.278,0.046,2.38E+06,0,1.086,0.536,0.686,0.337,0.071,0.12,4.343,3.693,-1.31E-04,0,0,0,0,1.859,0.007,5.15,20.831,35.531,0.098,0,34.71,787.631,1089.932,0.05,0.342
18.609,6112.078,16.672,-31.05,49.775,31.067,998.114,0.838,998.114,0.048,46.899,1.029,42,-87.996,32.143,15.059,0,0.05,-2.60E-06,34.953,4.48,200.756,1.563,74.031,67.752,1.219,0.046,2.35E+06,0,1.068,0.536,0.691,0.337,0.071,0.12,4.651,3.712,-7.80E-05,0,0,0,0,1.958,0.007,5.15,20.831,34.629,0.098,0,34.707,787.606,1089.929,0.05,0.343
18.659,6112.873,15.122,-30.974,49.228,30.992,1000.457,0.842,1000.458,0.048,46.847,1.046,42,-87.996,32.143,15.824,0,0.051,-2.44E-06,34.953,4.48,200.756,1.563,73.731,67.752,1.161,0.045,2.33E+06,0,1.05,0.536,0.695,0.337,0.071,0.12,4.976,3.719,-3.71E-04,0,0,0,0,2.057,0.007,5.15,20.831,33.714,0.099,0,34.704,787.583,1089.926,0.05,0.343
18.709,6113.59,13.575,-30.894,48.724,30.912,1002.798,0.846,1002.799,0.048,46.795,1.063,42,-87.996,32.143,16.609,0,0.052,-2.42E-06,34.953,4.48,200.756,1.563,73.438,67.752,1.104,0.045,2.30E+06,0,1.032,0.536,0.697,0.337,0.071,0.12,5.316,3.713,7.97E-05,0,0,0,0,2.157,0.007,5.15,20.831,32.786,0.099,0,34.702,787.562,1089.923,0.05,0.344
18.759,6114.23,12.032,-30.81,48.265,30.829,1005.137,0.85,1005.137,0.048,46.741,1.079,42,-87.996,32.143,17.41,0,0.053,-2.29E-06,34.953,4.48,200.756,1.563,73.151,67.752,1.048,0.044,2.28E+06,0,1.012,0.536,0.697,0.337,0.071,0.12,5.673,3.693,-3.48E-05,0,0,0,0,2.255,0.007,5.15,20.831,31.846,0.099,0,34.699,787.543,1089.92,0.05,0.345
18.809,6114.793,10.494,-30.721,47.852,30.74,1007.472,0.854,1007.473,0.049,46.687,1.095,42,-87.996,32.143,18.226,0,0.053,-2.13E-06,34.953,4.48,200.756,1.563,72.873,67.752,0.994,0.044,2.26E+06,0,0.994,0.536,0.696,0.337,0.071,0.12,6.044,3.659,-2.81E-04,0,0,0,0,2.351,0.007,5.15,20.831,30.894,0.099,0,34.697,787.526,1089.918,0.05,0.345
18.859,6115.28,8.96,-30.627,47.485,30.647,1009.805,0.858,1009.806,0.049,46.632,1.109,42,-87.996,32.143,19.054,0,0.054,-2.09E-06,34.953,4.48,200.756,1.563,72.603,67.752,0.942,0.044,2.24E+06,0,0.976,0.536,0.694,0.337,0.071,0.12,6.429,3.612,-4.83E-04,0,0,0,0,2.445,0.007,5.15,20.831,29.931,0.099,0,34.696,787.512,1089.916,0.05,0.346
18.909,6115.69,7.432,-30.529,47.165,30.55,1012.136,0.862,1012.136,0.049,46.576,1.123,42,-87.996,32.143,19.891,0,0.054,-1.93E-06,34.953,4.48,200.756,1.563,72.343,67.752,0.892,0.043,2.23E+06,0,0.958,0.536,0.691,0.337,0.071,0.12,6.827,3.552,-2.42E-04,0,0,0,0,2.535,0.007,5.15,20.831,28.957,0.099,0,34.694,787.5,1089.914,0.05,0.346
18.959,6116.023,5.907,-30.455,46.893,30.475,1014.463,0.867,1014.463,0.049,46.52,1.121,42,-87.996,32.143,20.735,0,0.055,-1.90E-06,34.953,4.48,200.756,1.563,72.093,67.752,0.843,0.043,2.22E+06,0,0.942,0.537,0.687,0.337,0.071,0.12,7.121,2.759,-8.07E-05,0,0,0,0,2.616,0.007,5.15,20.831,27.972,0.1,0,34.693,787.49,1089.913,0.05,0.347
19.009,6116.28,4.386,-30.379,46.67,30.4,1016.788,0.871,1016.788,0.049,46.464,1.116,42,-87.996,32.143,21.586,0,0.055,-1.87E-06,34.953,4.48,200.756,1.563,71.852,67.752,0.796,0.043,2.21E+06,0,0.927,0.537,0.683,0.338,0.071,0.12,7.407,1.855,-1.05E-04,0,0,0,0,2.678,0.007,5.15,20.831,26.978,0.1,0,34.692,787.483,1089.912,0.05,0.348
19.059,6116.462,2.869,-30.298,46.497,30.319,1019.109,0.875,1019.11,0.049,46.408,1.112,42,-87.996,32.143,22.442,0,0.056,-1.67E-06,34.953,4.48,200.756,1.563,71.621,67.752,0.751,0.043,2.20E+06,0,0.913,0.537,0.677,0.338,0.071,0.12,7.704,0.948,2.13E-04,0,0,0,0,2.721,0.007,5.15,20.831,25.979,0.1,0,34.691,787.477,1089.911,0.05,0.349
19.109,6116.567,1.356,-30.211,46.373,30.232,1021.428,0.879,1021.429,0.049,46.353,1.107,42,-87.996,32.143,23.301,0,0.056,-1.70E-06,34.953,4.48,200.756,1.563,71.4,67.752,0.708,0.043,2.19E+06,0,0.899,0.537,0.671,0.338,0.071,0.12,8.011,0.042,-2.47E-04,0,0,0,0,2.744,0.007,5.15,20.831,24.977,0.1,0,34.691,787.474,1089.911,0.05,0.351
